0.000000	0.000000
0.062832	0.062667
0.125664	0.124345
0.188496	0.184062
0.251327	0.240877
0.314159	0.293893
0.376991	0.342274
0.439823	0.385257
0.502655	0.422164
0.565487	0.452414
0.628319	0.475528
0.691150	0.491144
0.753982	0.499013
0.816814	0.499013
0.879646	0.491144
0.942478	0.475528
1.005310	0.452414
1.068141	0.422164
1.130973	0.385257
1.193805	0.342274
1.256637	0.293893
1.319469	0.240877
1.382301	0.184062
1.445133	0.124345
1.507964	0.062667
1.570796	0.000000
1.633628	-0.062667
1.696460	-0.124345
1.759292	-0.184062
1.822124	-0.240877
1.884956	-0.293893
1.947787	-0.342274
2.010619	-0.385257
2.073451	-0.422164
2.136283	-0.452414
2.199115	-0.475528
2.261947	-0.491144
2.324779	-0.499013
2.387610	-0.499013
2.450442	-0.491144
2.513274	-0.475528
2.576106	-0.452414
2.638938	-0.422164
2.701770	-0.385257
2.764601	-0.342274
2.827433	-0.293893
2.890265	-0.240877
2.953097	-0.184062
3.015929	-0.124345
3.078761	-0.062667
3.141593	-0.000000
3.204424	0.062667
3.267256	0.124345
3.330088	0.184062
3.392920	0.240877
3.455752	0.293893
3.518584	0.342274
3.581416	0.385257
3.644247	0.422164
3.707079	0.452413
3.769911	0.475528
3.832743	0.491144
3.895575	0.499013
3.958407	0.499013
4.021239	0.491144
4.084070	0.475528
4.146902	0.452414
4.209734	0.422164
4.272566	0.385257
4.335398	0.342274
4.398230	0.293893
4.461061	0.240877
4.523893	0.184062
4.586725	0.124345
4.649557	0.062667
4.712389	0.000000
4.775221	-0.062667
4.838053	-0.124345
4.900884	-0.184062
4.963716	-0.240877
5.026548	-0.293893
5.089380	-0.342273
5.152212	-0.385257
5.215044	-0.422164
5.277876	-0.452413
5.340707	-0.475528
5.403539	-0.491144
5.466371	-0.499013
5.529203	-0.499013
5.592035	-0.491144
5.654867	-0.475528
5.717699	-0.452414
5.780530	-0.422164
5.843362	-0.385257
5.906194	-0.342274
5.969026	-0.293893
6.031858	-0.240877
6.094690	-0.184062
6.157521	-0.124345
6.220353	-0.062667
6.283185	-0.000000
