-1.000000	0.135335
-0.990000	0.140830
-0.980000	0.146490
-0.970000	0.152316
-0.960000	0.158310
-0.950000	0.164474
-0.940000	0.170811
-0.930000	0.177320
-0.920000	0.184004
-0.910000	0.190863
-0.900000	0.197899
-0.890000	0.205112
-0.880000	0.212503
-0.870000	0.220072
-0.860000	0.227820
-0.850000	0.235746
-0.840000	0.243850
-0.830000	0.252133
-0.820000	0.260592
-0.810000	0.269227
-0.800000	0.278037
-0.790000	0.287021
-0.780000	0.296176
-0.770000	0.305502
-0.760000	0.314995
-0.750000	0.324652
-0.740000	0.334473
-0.730000	0.344452
-0.720000	0.354588
-0.710000	0.364875
-0.700000	0.375311
-0.690000	0.385891
-0.680000	0.396611
-0.670000	0.407465
-0.660000	0.418449
-0.650000	0.429557
-0.640000	0.440784
-0.630000	0.452123
-0.620000	0.463569
-0.610000	0.475114
-0.600000	0.486752
-0.590000	0.498476
-0.580000	0.510278
-0.570000	0.522150
-0.560000	0.534085
-0.550000	0.546074
-0.540000	0.558110
-0.530000	0.570182
-0.520000	0.582282
-0.510000	0.594402
-0.500000	0.606531
-0.490000	0.618660
-0.480000	0.630779
-0.470000	0.642878
-0.460000	0.654948
-0.450000	0.666977
-0.440000	0.678955
-0.430000	0.690872
-0.420000	0.702718
-0.410000	0.714480
-0.400000	0.726149
-0.390000	0.737713
-0.380000	0.749162
-0.370000	0.760484
-0.360000	0.771669
-0.350000	0.782705
-0.340000	0.793581
-0.330000	0.804286
-0.320000	0.814810
-0.310000	0.825142
-0.300000	0.835270
-0.290000	0.845185
-0.280000	0.854875
-0.270000	0.864331
-0.260000	0.873541
-0.250000	0.882497
-0.240000	0.891188
-0.230000	0.899605
-0.220000	0.907738
-0.210000	0.915578
-0.200000	0.923116
-0.190000	0.930345
-0.180000	0.937255
-0.170000	0.943839
-0.160000	0.950089
-0.150000	0.955997
-0.140000	0.961558
-0.130000	0.966765
-0.120000	0.971611
-0.110000	0.976090
-0.100000	0.980199
-0.090000	0.983931
-0.080000	0.987282
-0.070000	0.990248
-0.060000	0.992826
-0.050000	0.995012
-0.040000	0.996805
-0.030000	0.998202
-0.020000	0.999200
-0.010000	0.999800
0.000000	1.000000
0.010000	0.999800
0.020000	0.999200
0.030000	0.998202
0.040000	0.996805
0.050000	0.995012
0.060000	0.992826
0.070000	0.990248
0.080000	0.987282
0.090000	0.983931
0.100000	0.980199
0.110000	0.976090
0.120000	0.971611
0.130000	0.966765
0.140000	0.961558
0.150000	0.955997
0.160000	0.950089
0.170000	0.943839
0.180000	0.937255
0.190000	0.930345
0.200000	0.923116
0.210000	0.915578
0.220000	0.907738
0.230000	0.899605
0.240000	0.891188
0.250000	0.882497
0.260000	0.873541
0.270000	0.864331
0.280000	0.854875
0.290000	0.845185
0.300000	0.835270
0.310000	0.825142
0.320000	0.814810
0.330000	0.804286
0.340000	0.793581
0.350000	0.782705
0.360000	0.771669
0.370000	0.760484
0.380000	0.749162
0.390000	0.737713
0.400000	0.726149
0.410000	0.714480
0.420000	0.702718
0.430000	0.690872
0.440000	0.678955
0.450000	0.666977
0.460000	0.654948
0.470000	0.642878
0.480000	0.630779
0.490000	0.618660
0.500000	0.606531
0.510000	0.594402
0.520000	0.582282
0.530000	0.570182
0.540000	0.558110
0.550000	0.546074
0.560000	0.534085
0.570000	0.522150
0.580000	0.510278
0.590000	0.498476
0.600000	0.486752
0.610000	0.475114
0.620000	0.463569
0.630000	0.452123
0.640000	0.440784
0.650000	0.429557
0.660000	0.418449
0.670000	0.407465
0.680000	0.396611
0.690000	0.385891
0.700000	0.375311
0.710000	0.364875
0.720000	0.354588
0.730000	0.344452
0.740000	0.334473
0.750000	0.324652
0.760000	0.314995
0.770000	0.305502
0.780000	0.296176
0.790000	0.287021
0.800000	0.278037
0.810000	0.269227
0.820000	0.260592
0.830000	0.252133
0.840000	0.243850
0.850000	0.235746
0.860000	0.227820
0.870000	0.220072
0.880000	0.212503
0.890000	0.205112
0.900000	0.197899
0.910000	0.190863
0.920000	0.184004
0.930000	0.177320
0.940000	0.170811
0.950000	0.164474
0.960000	0.158310
0.970000	0.152316
0.980000	0.146490
0.990000	0.140830
